Name,Year_of_Release,Genre,Platform_Name,Publisher_Name
Fortune Street,2011,Misc,Wii,Nintendo
Ridge Racer 3D,2011,Racing,3DS,Namco Bandai Games
Resident Evil: The Mercenaries 3D,2011,Action,3DS,Capcom
Super Monkey Ball 3D,2011,Action,3DS,Sega
MotorStorm: Apocalypse,2011,Racing,PS3,Sony Computer Entertainment
Asphalt 3D,2011,Racing,3DS,Ubisoft
Steel Diver,2011,Action,3DS,Nintendo
Nickelodeon Team Umizoomi,2011,Action,DS,Take-Two Interactive
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,2011,Role-Playing,Wii,Square Enix
Virtua Tennis 4: World Tour,2011,Sports,PSV,Sega
Rise of Nightmares,2011,Action,X360,Sega
The Sims 3: Outdoor Living Stuff,2011,Simulation,PC,Electronic Arts
Country Dance 2,2011,Misc,Wii,GameMill Entertainment
F.E.A.R. 3,2011,Shooter,PS3,Warner Bros. Interactive Entertainment
Transformers: Dark of the Moon - Autobots/Decepticons,2011,Action,DS,Activision
Virtua Tennis 4,2011,Sports,PS3,Sega
"Barbie: Jet, Set & Style!",2011,Misc,DS,THQ
Red Faction: Armageddon,2011,Shooter,PS3,THQ
DanceStar Party,2011,Misc,PS3,Sony Computer Entertainment
Dead or Alive: Dimensions,2011,Fighting,3DS,Ubisoft Annecy
Major League Baseball 2K11,2011,Sports,X360,Take-Two Interactive
Child of Eden,2011,Shooter,X360,Ubisoft
Just Dance: Summer Party,2011,Misc,Wii,Ubisoft
Tetris Axis,2011,Puzzle,3DS,Tetris Online
The Smurfs,2011,Action,DS,Ubisoft
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,2011,Strategy,PSP,Banpresto
Fishing Resort,2011,Sports,Wii,Namco Bandai Games
WWE All Stars,2011,Fighting,PS3,THQ
SpongeBob SquigglePants,2011,Misc,Wii,THQ
Fantastic Pets,2011,Simulation,X360,THQ
Disney Princess: Enchanting Storybooks,2011,Misc,Wii,THQ
Just Dance Kids 2,2011,Misc,X360,Ubisoft
The Gunstringer,2011,Shooter,X360,Microsoft Game Studios
AKB1/48: Idol to Guam de Koishitara...,2011,Misc,PSP,Namco Bandai Games
Dungeon Siege III,2011,Role-Playing,PS3,Square Enix
Danball Senki,2011,Role-Playing,PSP,Level 5
Mystery Case Files: The Malgrave Incident,2011,Adventure,Wii,Nintendo
Combat of Giants: Dinosaurs 3D,2011,Strategy,3DS,Ubisoft
Taiko no Tatsujin Wii: Ketteiban,2011,Misc,Wii,Namco Bandai Games
Madden NFL Football,2011,Sports,3DS,Electronic Arts
Samurai Warriors Chronicles,2011,Action,3DS,Tecmo Koei
Raving Rabbids: Travel in Time 3D,2011,Platform,3DS,Ubisoft
Cabela's Big Game Hunter 2012,2011,Sports,Wii,Activision
Taiko no Tatsujin Portable DX,2011,Misc,PSP,Namco Bandai Games
Pro Evolution Soccer 2011 3D,2011,Sports,3DS,Konami Digital Entertainment
Shin Megami Tensei: Devil Survivor Overclocked,2011,Role-Playing,3DS,Ghostlight
The House of the Dead: Overkill - Extended Cut,2011,Shooter,PS3,Sega
Phantasy Star Portable 2: Infinity,2011,Role-Playing,PSP,Sega
Transformers: Dark of the Moon,2011,Action,PS3,Activision
Kinectimals: Now with Bears!,2011,Misc,X360,Microsoft Game Studios
We Sing Deutsche Hits,2011,Misc,Wii,Nordic Games
Toriko: Gourmet Survival!,2011,Role-Playing,PSP,Namco Bandai Games
One Piece: Gigant Battle 2 Shin Sekai,2011,Fighting,DS,Namco Bandai Games
Pac-Man All-Stars,2011,Fighting,PS3,Namco Bandai Games
Harry Potter and the Deathly Hallows - Part 2,2011,Action,Wii,Electronic Arts
Naruto Shippuden: Ultimate Ninja Impact,2011,Fighting,PSP,Namco Bandai Games
SD Gundam G Generation World,2011,Strategy,PSP,Namco Bandai Games
Power Rangers Samurai,2011,Action,Wii,Namco Bandai Games
The Adventures of Tintin: The Game,2011,Action,Wii,Ubisoft
Tom Clancy's Ghost Recon: Shadow Wars,2011,Strategy,3DS,Ubisoft
Jonah Lomu Rugby Challenge,2011,Sports,X360,Home Entertainment Suppliers
The Sims 3: Town Life Stuff,2011,Simulation,PC,Electronic Arts
Sengoku Musou 3 Z,2011,Action,PS3,Ackkstudios
Operation Flashpoint: Red River,2011,Shooter,PS3,Codemasters
Pandora's Tower,2011,Role-Playing,Wii,Nintendo
The King of Fighters XIII,2011,Fighting,X360,Rising Star Games
Wipeout 2,2011,Misc,Wii,Activision
Ultimate Marvel vs. Capcom 3,2011,Fighting,PSV,Capcom
Rugby World Cup 2011,2011,Sports,PS3,505 Games
Little Deviants,2011,Platform,PSV,Sony Computer Entertainment
Hatsune Miku: Project Diva Extend,2011,Misc,PSP,Sega
1001 Touch Games,2011,Action,DS,Avanquest
"Carnival Games: Monkey See, Monkey Do!",2011,Misc,X360,Take-Two Interactive
Dead Rising 2: Off the Record,2011,Action,PS3,Capcom
Shin Megami Tensei: Devil Survivor 2,2011,Role-Playing,DS,Ghostlight
Minute to Win It,2011,Misc,X360,Zoo Games
Peppa Pig: Theme Park Fun,2011,Misc,DS,P2 Games
Might & Magic Heroes VI,2011,Role-Playing,PC,Ubisoft
MonHun Nikki: Poka Poka Ailu Mura G,2011,Role-Playing,PSP,Capcom
Bust-A-Move Universe,2011,Puzzle,3DS,Square Enix
Karaoke Revolution Glee: Volume 3,2011,Misc,Wii,Konami Digital Entertainment
PowerUp Heroes,2011,Fighting,X360,Ubisoft
NASCAR 2011: The Game,2011,Racing,X360,Activision
Squinkies,2011,Misc,DS,Activision
Tom Clancy's Splinter Cell 3D,2011,Action,3DS,Ubisoft
One Piece Unlimited Cruise SP,2011,Action,3DS,Namco Bandai Games
Shin Megami Tensei: Persona 2: Innocent Sin,2011,Role-Playing,PSP,Atlus
Rabbids: Alive & Kicking,2011,Misc,X360,Ubisoft
Call of Duty: Modern Warfare 3: Defiance,2011,Shooter,DS,Activision
Call of Juarez: The Cartel,2011,Shooter,PS3,Ubisoft
The Smurfs: Dance Party,2011,Misc,Wii,Ubisoft
Medieval Moves: Deadmund's Quest,2011,Action,PS3,Sony Computer Entertainment
World of Tanks,2011,Shooter,PC,Wargaming.net
Wappy Dog,2011,Simulation,DS,Activision
El Shaddai: Ascension of the Metatron,2011,Action,PS3,Ignition Entertainment
Battle & Get! Pokemon Typing DS,2011,Misc,DS,Nintendo
Tales of the World: Radiant Mythology 3,2011,Role-Playing,PSP,Namco Bandai Games
Shadows of the Damned,2011,Action,PS3,Electronic Arts
Patapon 3,2011,Misc,PSP,Sony Computer Entertainment
Pinkalicious,2011,Misc,DS,GameMill Entertainment
MotionSports: Adrenaline,2011,Sports,X360,Ubisoft
Tropico 4,2011,Strategy,PC,Kalypso Media
Ben 10 Triple Pack,2011,Misc,DS,D3Publisher
Dynasty Warriors Next,2011,Action,PSV,Tecmo Koei
Dynasty Warriors 7: Xtreme Legends,2011,Action,PS3,Tecmo Koei
Inazuma Eleven Strikers,2011,Role-Playing,Wii,Nintendo
Ace Attorney Investigations 2,2011,Adventure,DS,Capcom
Jikkyou Powerful Pro Yakyuu 2011,2011,Sports,PS3,Konami Digital Entertainment
Loving Life with Hello Kitty & Friends,2011,Misc,DS,Rising Star Games
Hunted: The Demon's Forge,2011,Action,PS3,Bethesda Softworks
Nickelodeon Dance,2011,Misc,Wii,Take-Two Interactive
Zoo Resort 3D,2011,Simulation,3DS,Ubisoft
Kung Fu Panda 2,2011,Action,X360,THQ
Spider-Man: Edge of Time,2011,Action,X360,Activision
L.A. Noire: The Complete Edition,2011,Adventure,PC,Take-Two Interactive
X-Men: Destiny,2011,Action,PS3,Activision
Tongari Boushi to Oshare na Mahou Tsukai,2011,Action,DS,Konami Digital Entertainment
Dreamcast Collection,2011,Misc,X360,Sega
Ace Combat: Assault Horizon Legacy,2011,Simulation,3DS,Namco Bandai Games
Pro Yaky? Spirits 2011,2011,Sports,PSP,Konami Digital Entertainment
Atelier Meruru: Alchemist of Arland 3,2011,Role-Playing,PS3,Nippon Ichi Software
Pictionary: Ultimate Edition,2011,Misc,PS3,THQ
Angry Birds,2011,Puzzle,PC,Focus Home Interactive
Saint Seiya: Sanctuary Battle,2011,Action,PS3,Namco Bandai Games
Asphalt: Injection,2011,Action,PSV,Ubisoft
Carnival Island,2011,Misc,PS3,Sony Computer Entertainment
Karaoke Revolution Glee 2: Road to Regionals,2011,Misc,Wii,Konami Digital Entertainment
Puss in Boots,2011,Action,X360,THQ
The Magic School Bus: Oceans,2011,Adventure,DS,Scholastic Inc.
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,2011,Action,PS3,Namco Bandai Games
Danball Senki Boost,2011,Action,PSP,Level 5
Sengoku Basara 3 Utage,2011,Action,PS3,Capcom
Rune Factory: Tides of Destiny,2011,Role-Playing,PS3,Marvelous Interactive
Yoostar2,2011,Misc,X360,Unknown
SingStar: Back to the 80s,2011,Misc,PS3,Sony Computer Entertainment
Big League Sports,2011,Sports,X360,Activision
de Blob 2,2011,Platform,PS3,THQ
Now! That's What I Call Music: Dance & Sing,2011,Misc,Wii,Unknown
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,2011,Strategy,DS,Konami Digital Entertainment
Champion Jockey: G1 Jockey & Gallop Racer,2011,Sports,PS3,Tecmo Koei
Cabela's Survival: Shadows of Katmai,2011,Sports,Wii,Activision
I Spy: Castle,2011,Puzzle,DS,Scholastic Inc.
Marvel Super Hero Squad: Comic Combat,2011,Action,PS3,THQ
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,2011,Sports,PSP,Sega
Frogger 3D,2011,Action,3DS,Konami Digital Entertainment
Just Dance 2: Extra Songs,2011,Misc,Wii,Ubisoft
Arcana Heart 3,2011,Fighting,PS3,PQube
Jillian Michaels' Fitness Adventure,2011,Misc,X360,505 Games
Earth Defense Force: Insect Armageddon,2011,Shooter,PS3,D3Publisher
Way of the Samurai 4,2011,Action,PS3,Nippon Ichi Software
Captain America: Super Soldier,2011,Action,PS3,Sega
Camping Mama: Outdoor Adventures,2011,Simulation,DS,505 Games
7th Dragon 2020,2011,Role-Playing,PSP,Sega
The Legend of Heroes VII: The Trail of Blue,2011,Role-Playing,PSP,Falcom Corporation
Magical ZhuZhu Princess: Carriages & Castles,2011,Simulation,DS,Activision
Family Feud: 2012 Edition,2011,Misc,Wii,Ubisoft
NASCAR Unleashed,2011,Racing,Wii,Activision
Ore no Shikabane o Koete Yuke,2011,Role-Playing,PSP,Sony Computer Entertainment
Pac-Man & Galaga Dimensions,2011,Misc,3DS,Namco Bandai Games
Air Conflicts: Secret Wars,2011,Simulation,PS3,bitComposer Games
Rio,2011,Misc,Wii,THQ
uDraw Studio: Instant Artist,2011,Misc,Wii,THQ
SpongeBob's Surf & Skate Roadtrip,2011,Action,X360,THQ
Inazuma Eleven Strikers 2012 Xtreme,2011,Role-Playing,Wii,Level 5
SpongeBob SquigglePants 3D,2011,Misc,3DS,THQ
Rango: The Video Game,2011,Action,PS3,Electronic Arts
Family Game Night 4: The Game Show,2011,Misc,Wii,Electronic Arts
Warriors: Legends of Troy,2011,Action,PS3,Tecmo Koei
Sing4: The Hits Edition,2011,Misc,Wii,Crave Entertainment
We Dance,2011,Misc,Wii,Nordic Games
Reel Fishing Paradise 3D,2011,Sports,3DS,Marvelous Interactive
EyePet & Friends,2011,Simulation,PS3,Sony Computer Entertainment
The Lord of the Rings: War in the North,2011,Action,PC,Warner Bros. Interactive Entertainment
Cabela's Adventure Camp,2011,Misc,Wii,Activision
We Sing UK Hits,2011,Misc,Wii,Nordic Games
ZhuZhu Puppies,2011,Simulation,DS,Activision
MindJack,2011,Shooter,PS3,Square Enix
Aliens: Infestation,2011,Action,DS,Sega
Heavy Fire: Afghanistan,2011,Shooter,PS3,Unknown
Biohazard: Revival Selection,2011,Action,PS3,Capcom
Green Lantern: Rise of the Manhunters,2011,Action,PS3,Warner Bros. Interactive Entertainment
Monkey Island: Special Edition Collection,2011,Adventure,PC,LucasArts
MotoGP 10/11,2011,Racing,PS3,Capcom
The Cursed Crusade,2011,Action,PS3,DTP Entertainment
Cabela's Big Game Hunter: Hunting Party,2011,Sports,X360,Activision
PlayStation Move Heroes,2011,Platform,PS3,Sony Computer Entertainment
Michael Jackson: The Experience 3D,2011,Misc,3DS,Ubisoft
WRC 2: FIA World Rally Championship,2011,Racing,PS3,Ubisoft
Thor: God of Thunder,2011,Action,Wii,Sega
Doctor Lautrec and the Forgotten Knights,2011,Adventure,3DS,Konami Digital Entertainment
SD Gundam G Generation 3D,2011,Role-Playing,3DS,Namco Bandai Games
Grease Dance,2011,Misc,X360,505 Games
Yu-Gi-Oh! 5D's Tag Force 6,2011,Strategy,PSP,Konami Digital Entertainment
Sengoku Basara: Chronicle Heroes,2011,Action,PSP,Capcom
Shinobido 2: Tales of the Ninja,2011,Action,PSV,Sony Computer Entertainment
Victorious: Hollywood Arts Debut,2011,Misc,DS,D3Publisher
Trivial Pursuit: Bet You Know It,2011,Misc,Wii,Electronic Arts
Nicktoons: MLB,2011,Sports,Wii,Take-Two Interactive
Kingdom Hearts: Birth by Sleep - Final Mix,2011,Role-Playing,PSP,Square Enix
The Idolm@ster 2,2011,Misc,PS3,Namco Bandai Games
Senran Kagura: Sh?jo-tachi no Shinei,2011,Action,3DS,Marvelous Interactive
The Oregon Trail,2011,Simulation,Wii,Crave Entertainment
James Noir's Hollywood Crimes,2011,Adventure,3DS,Ubisoft
Amagami,2011,Adventure,PSP,Kadokawa Shoten
The Sims Medieval: Pirates and Nobles,2011,Simulation,PC,Electronic Arts
Kids Learn Math: A+ Edition,2011,Misc,DS,Unknown
White Knight Chronicles: Origins,2011,Role-Playing,PSP,Sony Computer Entertainment
DreamWorks Super Star Kartz,2011,Racing,Wii,Activision
Metal Gear Solid: Peace Walker HD Edition,2011,Action,PS3,Konami Digital Entertainment
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,2011,Adventure,PSP,Banpresto
Kung-Fu: High Impact,2011,Action,X360,Black Bean Games
Tamagotchi Collection,2011,Misc,DS,Namco Bandai Games
Pac-Man Party 3D,2011,Misc,3DS,Namco Bandai Games
Black * Rock Shooter: The Game,2011,Role-Playing,PSP,Unknown
Sengoku Musou 3 Empires,2011,Action,PS3,Tecmo Koei
Kenka Banchou 5: Otoko no Housoku,2011,Action,PSP,Spike
Cave Story 3D,2011,Platform,3DS,Nippon Ichi Software
SBK 2011: FIM Superbike World Championship,2011,Racing,PS3,Black Bean Games
Uta no * Prince-Sama: Repeat,2011,Adventure,PSP,Broccoli
Akiba's Trip,2011,Adventure,PSP,Acquire
Kidou Senshi Gundam: Shin Gihren no Yabou,2011,Strategy,PSP,Namco Bandai Games
My Fitness Coach: Club,2011,Sports,PS3,Ubisoft
Earth Defense Force 2: Invaders from Planet Space,2011,Action,PSP,D3Publisher
Zoobles! Spring to Life!,2011,Misc,DS,Activision
NCIS,2011,Adventure,X360,Ubisoft
Ben 10 Galactic Racing,2011,Racing,DS,D3Publisher
Puyo Puyo!! 20th Anniversary,2011,Puzzle,DS,Sega
Let's Cheer,2011,Misc,X360,Take-Two Interactive
BIT.TRIP SAGA,2011,Misc,3DS,Rising Star Games
Touch My Katamari,2011,Puzzle,PSV,Namco Bandai Games
Top Shot Arcade,2011,Shooter,Wii,Activision
Red Orchestra 2: Heroes of Stalingrad,2011,Shooter,PC,Tripwire Interactive
Deepak Chopra's Leela,2011,Misc,Wii,THQ
Queen's Gate: Spiral Chaos,2011,Role-Playing,PSP,Namco Bandai Games
Winter Stars,2011,Sports,Wii,Deep Silver
Hulk Hogan's Main Event,2011,Fighting,X360,505 Games
Suite PreCure: Melody Collection,2011,Misc,DS,Namco Bandai Games
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,2011,Sports,PSP,Konami Digital Entertainment
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,2011,Role-Playing,3DS,Square Enix
Grand Knights History,2011,Role-Playing,PSP,Marvelous Interactive
BlazBlue: Continuum Shift II,2011,Fighting,PSP,PQube
Puppies 3D,2011,Misc,3DS,Ubisoft
The Price is Right: Decades,2011,Misc,Wii,Ubisoft
Fit in Six,2011,Sports,PS3,Ubisoft
Twister Mania,2011,Misc,X360,505 Games
Victorious: Time to Shine,2011,Action,X360,D3Publisher
Petz Puppyz & Kittenz,2011,Misc,DS,Ubisoft
Conduit 2,2011,Shooter,Wii,Sega
Supremacy MMA,2011,Fighting,PS3,505 Games
After Hours Athletes,2011,Sports,PS3,Sony Computer Entertainment
Tom Clancy's Splinter Cell Trilogy,2011,Action,PS3,Ubisoft
Blackwater,2011,Shooter,X360,505 Games
All Kamen Rider: Rider Generation,2011,Action,DS,Namco Bandai Games
Bodycount,2011,Shooter,PS3,Codemasters
Gundam Memories: Tatakai no Kioku,2011,Action,PSP,Namco Bandai Games
Blazblue: Continuum Shift Extend,2011,Fighting,PSV,PQube
McDROID,2011,Strategy,Wii,Namco Bandai Games
Macross Triangle Frontier,2011,Action,PSP,Namco Bandai Games
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,2011,Fighting,PSP,Namco Bandai Games
Gungnir: Mayari no Gunshin to Eiyuu Sensou,2011,Role-Playing,PSP,Atlus
Everybody Dance,2011,Misc,PS3,Sony Computer Entertainment
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011,Action,DS,THQ
Self-Defense Training Camp,2011,Sports,X360,Ubisoft
Deca Sports Extreme,2011,Sports,3DS,Hudson Soft
A.C.E.: Another Century's Episode Portable,2011,Simulation,PSP,Namco Bandai Games
Jaws: Ultimate Predator,2011,Action,3DS,Majesco Entertainment
Power Pro Kun Pocket 14,2011,Sports,DS,Konami Digital Entertainment
Get Up and Dance,2011,Misc,Wii,O-Games
Darkspore,2011,Role-Playing,PC,Electronic Arts
Hasbro Family Game Night Fun Pack,2011,Misc,Wii,Electronic Arts
Start the Party! Save the World,2011,Misc,PS3,Sony Computer Entertainment
JASF: Jane's Advanced Strike Fighters,2011,Simulation,PS3,Deep Silver
Stronghold Kingdoms,2011,Strategy,PC,DTP Entertainment
Invizimals: The Lost Tribes,2011,Action,PSP,Sony Computer Entertainment
Gem Quest: 4 Elements,2011,Puzzle,DS,Mastertronic
To Heart 2: Dungeon Travelers,2011,Adventure,PSP,Aqua Plus
18 Wheels of Steel: Extreme Trucker 2,2011,Racing,PC,Rondomedia
Happy Feet Two,2011,Action,3DS,Warner Bros. Interactive Entertainment
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011,Adventure,PS3,THQ
NCIS 3D,2011,Adventure,3DS,Ubisoft
Alvin and the Chipmunks: Chipwrecked,2011,Misc,DS,505 Games
DualPenSports,2011,Sports,3DS,Namco Bandai Games
HOP,2011,Platform,DS,505 Games
"Sesame Street: Ready, Set, Grover!",2011,Misc,Wii,Warner Bros. Interactive Entertainment
Shin Sangoku Musou 6 Special,2011,Action,PSP,Tecmo Koei
Frontier Gate,2011,Role-Playing,PSP,Konami Digital Entertainment
Gabrielle's Ghostly Groove 3D,2011,Adventure,3DS,Funbox Media
Michael Phelps: Push the Limit,2011,Sports,X360,505 Games
National Geographic Challenge!,2011,Misc,Wii,Black Bean Games
Hole in the Wall: Deluxe Edition,2011,Misc,X360,Ubisoft
Saigo no Yakusoku no Monogatari,2011,Role-Playing,PSP,Unknown
Naruto Shippuden 3D: The New Era,2011,Action,3DS,505 Games
The First Templar,2011,Action,X360,Kalypso Media
Busou Shinki: Battle Masters Mk. 2,2011,Action,PSP,Konami Digital Entertainment
Squinkies 2: Adventure Mall Surprize!,2011,Platform,DS,Activision
Army Corps of Hell,2011,Action,PSV,Square Enix
May's Mystery: Forbidden Memories,2011,Puzzle,DS,Mastertronic
Toaru Majutsu no Index,2011,Adventure,PSP,Kadokawa Shoten
Uta no Prince-Sama: Music,2011,Misc,PSP,Broccoli
Weiss Schwarz Portable,2011,Strategy,PSP,Namco Bandai Games
Dora & Kai-Lan's Pet Shelter,2011,Strategy,DS,Take-Two Interactive
Lord of Apocalypse,2011,Role-Playing,PSV,Square Enix
Generator Rex: Agent of Providence,2011,Action,3DS,Activision
Murder in Venice,2011,Adventure,DS,City Interactive
Cubic Ninja,2011,Platform,3DS,Ubisoft
BIT.TRIP COMPLETE,2011,Misc,Wii,Rising Star Games
Man vs. Wild,2011,Action,X360,Crave Entertainment
Digimon Story: Super Xros Wars Blue/Red,2011,Role-Playing,DS,Namco Bandai Games
Who Wants to Be A Millionaire?,2011,Misc,X360,Ubisoft
Cartoon Network: Punch Time Explosion,2011,Fighting,3DS,Deep Silver
Mystery Stories: Curse of the Ancient Spirits,2011,Adventure,DS,GSP
Rock Band Country Track Pack 2,2011,Misc,Wii,MTV Games
Angry Birds: Rio,2011,Puzzle,PC,Focus Home Interactive
Dungeons,2011,Strategy,PC,Kalypso Media
Monopoly Collection,2011,Misc,Wii,Electronic Arts
Dragon Ball Kai: Ultimate Butouden,2011,Fighting,DS,Namco Bandai Games
WSC Real 11: World Snooker Championship,2011,Sports,PS3,Koch Media
Pillow Pets,2011,Adventure,DS,GameMill Entertainment
Driver: Renegade,2011,Racing,3DS,Ubisoft
Cake Mania: Main Street,2011,Simulation,DS,Majesco Entertainment
DaGeDar,2011,Action,DS,GameMill Entertainment
Junior Mystery Quest,2011,Puzzle,DS,GSP
Jimmie Johnson's Anything With an Engine,2011,Racing,X360,Konami Digital Entertainment
Carnival Games: Wild West 3D,2011,Misc,3DS,Take-Two Interactive
Remington Super Slam Hunting: Alaska,2011,Sports,Wii,Mastiff
The $1 Pyramid,2011,Misc,Wii,Ubisoft
No More Heroes: Red Zone,2011,Action,PS3,Marvelous Interactive
Bakugan: Rise of the Resistance,2011,Strategy,DS,Activision
Mahjong Cub3D,2011,Puzzle,3DS,Sunsoft
Chou Jigen Game Neptune Mk-II,2011,Role-Playing,PS3,Compile Heart
Knights Contract,2011,Action,PS3,Namco Bandai Games
Gray Matter,2011,Adventure,PC,DTP Entertainment
Edna & Harvey: Harvey's New Eyes,2011,Adventure,PC,Rondomedia
Cartoon Network: Punch Time Explosion XL,2011,Fighting,Wii,Crave Entertainment
ZhuZhu Babies,2011,Simulation,DS,Activision
Wildlife Park 3,2011,Simulation,PC,bitComposer Games
SaGa 3: Jikuu no Hasha - Shadow or Light,2011,Role-Playing,DS,Square Enix
Nano Assault,2011,Shooter,3DS,Majesco Entertainment
Nikoli's Pencil Puzzle,2011,Puzzle,3DS,Hudson Soft
Gundam the 3D Battle,2011,Action,3DS,Namco Bandai Games
Kaijuu Busters Powered,2011,Action,DS,Namco Bandai Games
Steins;Gate: Hiyoku Renri no Darling,2011,Adventure,X360,5pb
Chronicles of Mystery: The Secret Tree of Life,2011,Adventure,DS,City Interactive
"Warhammer 40,000: Dawn of War II - Retribution",2011,Strategy,PC,THQ
Super Sentai Battle: Ranger Cross,2011,Action,Wii,Namco Bandai Games
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,2011,Strategy,PSP,Acquire
Serious Sam 3: BFE,2011,Shooter,PC,Mastertronic
Puzzler Mind Gym 3D,2011,Puzzle,3DS,Ubisoft
Sengoku Musou 3: Moushouden,2011,Action,Wii,Ackkstudios
Johnny Test,2011,Platform,DS,505 Games
FabStyle,2011,Strategy,DS,Tecmo Koei
We Sing Rock!,2011,Misc,Wii,Nordic Games
Emily the Strange: Strangerous,2011,Action,DS,DTP Entertainment
Ro-Kyu-Bu!,2011,Adventure,PSP,Kadokawa Shoten
Winter Sports 2011,2011,Sports,Wii,DTP Entertainment
The Idolmaster: Gravure For You! Vol. 3,2011,Misc,PS3,Namco Bandai Games
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,2011,Sports,DS,Konami Digital Entertainment
Fairy Tail: Portable Guild 2,2011,Fighting,PSP,Konami Digital Entertainment
Jewel Link Chronicles: Legend of Athena,2011,Puzzle,DS,GSP
Santa Claus Is Comin' to Town!,2011,Puzzle,DS,Crave Entertainment
Jewel Time Deluxe,2011,Puzzle,DS,O-Games
The Sims 3: Barnacle Bay,2011,Simulation,PC,Electronic Arts
ZhuZhu Pets: Quest for Zhu,2011,Misc,DS,Activision
Pro Farm 1,2011,Simulation,PC,Excalibur Publishing
